Deck Code   -  Average T5 Damage
15-02-03-10 - Avg. Dmg. : 38.118
08-07-15-00 - Avg. Dmg. : 38.1179
22-03-02-03 - Avg. Dmg. : 38.1174
22-03-03-02 - Avg. Dmg. : 38.1141
10-03-08-09 - Avg. Dmg. : 38.1136
19-02-01-08 - Avg. Dmg. : 38.1118
04-16-01-09 - Avg. Dmg. : 38.1107
16-00-11-03 - Avg. Dmg. : 38.1085
15-03-01-11 - Avg. Dmg. : 38.1073
16-00-10-04 - Avg. Dmg. : 38.107
19-00-09-02 - Avg. Dmg. : 38.1056
09-05-15-01 - Avg. Dmg. : 38.1054
04-19-01-06 - Avg. Dmg. : 38.1049
04-19-02-05 - Avg. Dmg. : 38.1042
04-17-05-04 - Avg. Dmg. : 38.1008
05-10-12-03 - Avg. Dmg. : 38.0974
04-15-07-04 - Avg. Dmg. : 38.0965
22-05-02-01 - Avg. Dmg. : 38.095
09-21-00-00 - Avg. Dmg. : 38.0948
08-07-01-14 - Avg. Dmg. : 38.0902
22-04-03-01 - Avg. Dmg. : 38.0876
04-18-00-08 - Avg. Dmg. : 38.0862
04-13-04-09 - Avg. Dmg. : 38.0858
04-15-01-10 - Avg. Dmg. : 38.0857
06-07-13-04 - Avg. Dmg. : 38.0824
22-05-01-02 - Avg. Dmg. : 38.0819
17-00-11-02 - Avg. Dmg. : 38.0808
04-14-02-10 - Avg. Dmg. : 38.0802
07-05-11-07 - Avg. Dmg. : 38.0792
16-00-09-05 - Avg. Dmg. : 38.0774
18-01-11-00 - Avg. Dmg. : 38.0762
21-01-04-04 - Avg. Dmg. : 38.0749
08-21-01-00 - Avg. Dmg. : 38.0743
22-03-04-01 - Avg. Dmg. : 38.0669
10-06-00-14 - Avg. Dmg. : 38.0665
05-09-12-04 - Avg. Dmg. : 38.0598
20-02-01-07 - Avg. Dmg. : 38.0595
07-05-10-08 - Avg. Dmg. : 38.0592
05-08-08-09 - Avg. Dmg. : 38.0587
19-01-10-00 - Avg. Dmg. : 38.0561
21-02-07-00 - Avg. Dmg. : 38.0536
10-04-04-12 - Avg. Dmg. : 38.0509
12-02-07-09 - Avg. Dmg. : 38.0493
09-04-06-11 - Avg. Dmg. : 38.0475
10-04-15-01 - Avg. Dmg. : 38.0459
21-02-01-06 - Avg. Dmg. : 38.0457
06-08-14-02 - Avg. Dmg. : 38.0432
05-10-03-12 - Avg. Dmg. : 38.0429
04-18-04-04 - Avg. Dmg. : 38.0402
17-00-07-06 - Avg. Dmg. : 38.0373
05-20-03-02 - Avg. Dmg. : 38.0357
20-01-03-06 - Avg. Dmg. : 38.0305
04-13-03-10 - Avg. Dmg. : 38.027
17-01-12-00 - Avg. Dmg. : 38.0254
06-09-14-01 - Avg. Dmg. : 38.0241
18-01-03-08 - Avg. Dmg. : 38.0212
05-11-12-02 - Avg. Dmg. : 38.02
06-22-00-02 - Avg. Dmg. : 38.0186
04-12-07-07 - Avg. Dmg. : 38.017
15-01-13-01 - Avg. Dmg. : 38.0158
08-04-11-07 - Avg. Dmg. : 38.0152
08-05-05-12 - Avg. Dmg. : 38.0148
22-05-00-03 - Avg. Dmg. : 38.0146
22-03-01-04 - Avg. Dmg. : 38.013
04-16-07-03 - Avg. Dmg. : 38.0118
04-19-03-04 - Avg. Dmg. : 38.0118
20-00-07-03 - Avg. Dmg. : 38.0091
05-08-09-08 - Avg. Dmg. : 38.0061
06-07-06-11 - Avg. Dmg. : 38.0052
05-09-05-11 - Avg. Dmg. : 38.0047
19-00-06-05 - Avg. Dmg. : 38.0047
11-03-05-11 - Avg. Dmg. : 38.004
07-06-05-12 - Avg. Dmg. : 37.9995
07-22-00-01 - Avg. Dmg. : 37.9993
04-14-08-04 - Avg. Dmg. : 37.998
09-05-03-13 - Avg. Dmg. : 37.9963
08-04-12-06 - Avg. Dmg. : 37.9953
18-02-01-09 - Avg. Dmg. : 37.9942
11-04-15-00 - Avg. Dmg. : 37.9922
05-08-10-07 - Avg. Dmg. : 37.992
16-03-00-11 - Avg. Dmg. : 37.9917
13-02-14-01 - Avg. Dmg. : 37.9914
16-02-02-10 - Avg. Dmg. : 37.9903
18-00-06-06 - Avg. Dmg. : 37.9879
22-02-03-03 - Avg. Dmg. : 37.9875
07-05-12-06 - Avg. Dmg. : 37.9865
13-01-10-06 - Avg. Dmg. : 37.9851
12-02-14-02 - Avg. Dmg. : 37.985
20-00-08-02 - Avg. Dmg. : 37.9843
07-08-01-14 - Avg. Dmg. : 37.9842
05-18-06-01 - Avg. Dmg. : 37.9835
04-20-00-06 - Avg. Dmg. : 37.9828
05-13-11-01 - Avg. Dmg. : 37.9798
13-02-05-10 - Avg. Dmg. : 37.9783
06-11-13-00 - Avg. Dmg. : 37.9781
13-01-11-05 - Avg. Dmg. : 37.978
06-06-10-08 - Avg. Dmg. : 37.9777
14-01-13-02 - Avg. Dmg. : 37.9759
07-05-09-09 - Avg. Dmg. : 37.975
22-04-00-04 - Avg. Dmg. : 37.9747
04-15-08-03 - Avg. Dmg. : 37.9729
04-12-08-06 - Avg. Dmg. : 37.972
04-13-09-04 - Avg. Dmg. : 37.9697
04-12-06-08 - Avg. Dmg. : 37.9693
22-06-00-02 - Avg. Dmg. : 37.9683
07-21-02-00 - Avg. Dmg. : 37.9673
22-05-03-00 - Avg. Dmg. : 37.965
11-02-10-07 - Avg. Dmg. : 37.9627
21-09-00-00 - Avg. Dmg. : 37.9624
22-02-05-01 - Avg. Dmg. : 37.9602
20-00-06-04 - Avg. Dmg. : 37.9591
11-02-11-06 - Avg. Dmg. : 37.9578
18-00-11-01 - Avg. Dmg. : 37.9571
06-19-05-00 - Avg. Dmg. : 37.9569
14-01-07-08 - Avg. Dmg. : 37.9562
06-21-02-01 - Avg. Dmg. : 37.9556
22-02-04-02 - Avg. Dmg. : 37.9511
20-01-09-00 - Avg. Dmg. : 37.9467
22-06-01-01 - Avg. Dmg. : 37.9458
06-08-03-13 - Avg. Dmg. : 37.9411
16-00-08-06 - Avg. Dmg. : 37.9388
04-20-01-05 - Avg. Dmg. : 37.9347
04-17-06-03 - Avg. Dmg. : 37.9341
04-12-09-05 - Avg. Dmg. : 37.9301
07-07-15-01 - Avg. Dmg. : 37.9295
21-01-07-01 - Avg. Dmg. : 37.9287
07-05-08-10 - Avg. Dmg. : 37.9243
21-01-03-05 - Avg. Dmg. : 37.9228
04-12-05-09 - Avg. Dmg. : 37.9209
10-03-07-10 - Avg. Dmg. : 37.9198
22-03-05-00 - Avg. Dmg. : 37.9197
11-02-12-05 - Avg. Dmg. : 37.9192
22-04-04-00 - Avg. Dmg. : 37.9168
06-06-12-06 - Avg. Dmg. : 37.9144
08-04-10-08 - Avg. Dmg. : 37.9138
07-05-13-05 - Avg. Dmg. : 37.9127
12-04-01-13 - Avg. Dmg. : 37.9126
07-07-02-14 - Avg. Dmg. : 37.9098
06-06-09-09 - Avg. Dmg. : 37.909
13-01-12-04 - Avg. Dmg. : 37.9071
11-02-09-08 - Avg. Dmg. : 37.9061
13-01-09-07 - Avg. Dmg. : 37.9055
04-16-00-10 - Avg. Dmg. : 37.9052
15-00-10-05 - Avg. Dmg. : 37.9029
06-07-05-12 - Avg. Dmg. : 37.9015
09-06-01-14 - Avg. Dmg. : 37.8993
22-02-02-04 - Avg. Dmg. : 37.8979
06-10-00-14 - Avg. Dmg. : 37.8975
04-11-09-06 - Avg. Dmg. : 37.896
08-05-15-02 - Avg. Dmg. : 37.894
07-06-15-02 - Avg. Dmg. : 37.8939
16-00-12-02 - Avg. Dmg. : 37.89
15-01-05-09 - Avg. Dmg. : 37.8872
04-11-08-07 - Avg. Dmg. : 37.8863
09-04-15-02 - Avg. Dmg. : 37.8861
15-00-11-04 - Avg. Dmg. : 37.8861
14-02-14-00 - Avg. Dmg. : 37.8859
05-22-00-03 - Avg. Dmg. : 37.8849
05-11-01-13 - Avg. Dmg. : 37.8848
06-07-14-03 - Avg. Dmg. : 37.8843
05-12-12-01 - Avg. Dmg. : 37.8841
19-00-10-01 - Avg. Dmg. : 37.884
05-09-04-12 - Avg. Dmg. : 37.8839
07-08-15-00 - Avg. Dmg. : 37.8829
05-12-00-13 - Avg. Dmg. : 37.8814
16-00-07-07 - Avg. Dmg. : 37.8716
04-18-05-03 - Avg. Dmg. : 37.8715
04-11-07-08 - Avg. Dmg. : 37.8682
11-03-15-01 - Avg. Dmg. : 37.8646
16-01-04-09 - Avg. Dmg. : 37.8625
19-00-05-06 - Avg. Dmg. : 37.8623
22-03-00-05 - Avg. Dmg. : 37.8621
15-00-09-06 - Avg. Dmg. : 37.8601
13-01-13-03 - Avg. Dmg. : 37.8599
06-06-11-07 - Avg. Dmg. : 37.8597
05-08-11-06 - Avg. Dmg. : 37.8596
06-09-01-14 - Avg. Dmg. : 37.8591
05-08-07-10 - Avg. Dmg. : 37.8586
04-14-01-11 - Avg. Dmg. : 37.8545
16-01-13-00 - Avg. Dmg. : 37.8441
20-00-05-05 - Avg. Dmg. : 37.8426
04-12-04-10 - Avg. Dmg. : 37.842
10-03-14-03 - Avg. Dmg. : 37.8413
22-06-02-00 - Avg. Dmg. : 37.8408
12-03-15-00 - Avg. Dmg. : 37.8384
17-02-01-10 - Avg. Dmg. : 37.832
09-03-10-08 - Avg. Dmg. : 37.8289
04-14-09-03 - Avg. Dmg. : 37.8285
11-02-13-04 - Avg. Dmg. : 37.8243
08-04-13-05 - Avg. Dmg. : 37.8229
04-20-02-04 - Avg. Dmg. : 37.8221
04-11-06-09 - Avg. Dmg. : 37.8188
17-00-12-01 - Avg. Dmg. : 37.8178
09-03-11-07 - Avg. Dmg. : 37.8161
13-03-02-12 - Avg. Dmg. : 37.8135
17-00-06-07 - Avg. Dmg. : 37.8078
04-11-10-05 - Avg. Dmg. : 37.8031
05-19-05-01 - Avg. Dmg. : 37.8027
15-00-12-03 - Avg. Dmg. : 37.8022
22-07-00-01 - Avg. Dmg. : 37.7984
11-05-00-14 - Avg. Dmg. : 37.7981
05-10-13-02 - Avg. Dmg. : 37.798
05-08-12-05 - Avg. Dmg. : 37.7973
04-13-02-11 - Avg. Dmg. : 37.7963
20-02-00-08 - Avg. Dmg. : 37.7946
08-04-09-09 - Avg. Dmg. : 37.7922
20-01-02-07 - Avg. Dmg. : 37.792
06-10-14-00 - Avg. Dmg. : 37.7898
14-03-01-12 - Avg. Dmg. : 37.782
12-03-03-12 - Avg. Dmg. : 37.7809
05-09-13-03 - Avg. Dmg. : 37.779
05-21-02-02 - Avg. Dmg. : 37.7776
20-00-09-01 - Avg. Dmg. : 37.7768
21-00-06-03 - Avg. Dmg. : 37.7741
22-02-01-05 - Avg. Dmg. : 37.774
08-04-08-10 - Avg. Dmg. : 37.7719
04-12-10-04 - Avg. Dmg. : 37.7705
05-16-09-00 - Avg. Dmg. : 37.7699
22-01-05-02 - Avg. Dmg. : 37.7691
04-11-05-10 - Avg. Dmg. : 37.7686
04-12-03-11 - Avg. Dmg. : 37.7656
22-01-04-03 - Avg. Dmg. : 37.761
14-01-06-09 - Avg. Dmg. : 37.7584
18-00-05-07 - Avg. Dmg. : 37.7582
10-03-06-11 - Avg. Dmg. : 37.7572
12-02-06-10 - Avg. Dmg. : 37.755
22-02-06-00 - Avg. Dmg. : 37.755
13-04-00-13 - Avg. Dmg. : 37.7526
11-04-02-13 - Avg. Dmg. : 37.7469
17-01-03-09 - Avg. Dmg. : 37.7453
19-02-00-09 - Avg. Dmg. : 37.745
06-06-13-05 - Avg. Dmg. : 37.7445
13-01-08-08 - Avg. Dmg. : 37.7434
21-00-07-02 - Avg. Dmg. : 37.7388
06-06-08-10 - Avg. Dmg. : 37.738
22-07-01-00 - Avg. Dmg. : 37.7375
21-01-08-00 - Avg. Dmg. : 37.7351
21-01-02-06 - Avg. Dmg. : 37.7342
11-02-08-09 - Avg. Dmg. : 37.7339
22-01-03-04 - Avg. Dmg. : 37.7326
05-15-10-00 - Avg. Dmg. : 37.7305
06-20-04-00 - Avg. Dmg. : 37.729
19-01-02-08 - Avg. Dmg. : 37.7285
04-15-00-11 - Avg. Dmg. : 37.727
21-02-00-07 - Avg. Dmg. : 37.726
07-05-14-04 - Avg. Dmg. : 37.7237
05-10-02-13 - Avg. Dmg. : 37.7231
10-03-15-02 - Avg. Dmg. : 37.7119
04-13-10-03 - Avg. Dmg. : 37.7114
04-19-04-03 - Avg. Dmg. : 37.7104
07-06-04-13 - Avg. Dmg. : 37.7037
08-04-14-04 - Avg. Dmg. : 37.7036
09-05-16-00 - Avg. Dmg. : 37.7
08-06-02-14 - Avg. Dmg. : 37.6976
21-00-05-04 - Avg. Dmg. : 37.6958
22-01-06-01 - Avg. Dmg. : 37.6958
10-05-01-14 - Avg. Dmg. : 37.6929
06-22-01-01 - Avg. Dmg. : 37.691
04-16-08-02 - Avg. Dmg. : 37.6885
15-02-02-11 - Avg. Dmg. : 37.6822
06-06-07-11 - Avg. Dmg. : 37.68
07-05-07-11 - Avg. Dmg. : 37.677
09-03-12-06 - Avg. Dmg. : 37.6769
04-15-09-02 - Avg. Dmg. : 37.6766
05-08-06-11 - Avg. Dmg. : 37.674
04-14-10-02 - Avg. Dmg. : 37.6674
05-17-08-00 - Avg. Dmg. : 37.6639
11-03-04-12 - Avg. Dmg. : 37.6613
05-11-13-01 - Avg. Dmg. : 37.6593
06-08-02-14 - Avg. Dmg. : 37.6543
15-03-00-12 - Avg. Dmg. : 37.6532
14-02-03-11 - Avg. Dmg. : 37.6525
08-22-00-00 - Avg. Dmg. : 37.6516
04-21-00-05 - Avg. Dmg. : 37.65
04-10-09-07 - Avg. Dmg. : 37.6496
09-04-05-12 - Avg. Dmg. : 37.6496
15-00-13-02 - Avg. Dmg. : 37.6493
15-00-08-07 - Avg. Dmg. : 37.645
19-00-11-00 - Avg. Dmg. : 37.6449
05-20-04-01 - Avg. Dmg. : 37.6434
16-00-13-01 - Avg. Dmg. : 37.6417
23-03-02-02 - Avg. Dmg. : 37.6412
18-02-00-10 - Avg. Dmg. : 37.6391
11-02-14-03 - Avg. Dmg. : 37.6389
09-03-14-04 - Avg. Dmg. : 37.6381
04-11-11-04 - Avg. Dmg. : 37.6322
04-10-08-08 - Avg. Dmg. : 37.6313
08-07-00-15 - Avg. Dmg. : 37.6312
05-07-11-07 - Avg. Dmg. : 37.6309
05-08-05-12 - Avg. Dmg. : 37.6298
05-14-11-00 - Avg. Dmg. : 37.6259
14-01-14-01 - Avg. Dmg. : 37.6253
09-03-13-05 - Avg. Dmg. : 37.6223
04-21-01-04 - Avg. Dmg. : 37.6214
06-08-15-01 - Avg. Dmg. : 37.6198
21-00-08-01 - Avg. Dmg. : 37.6181
08-06-16-00 - Avg. Dmg. : 37.6156
19-00-04-07 - Avg. Dmg. : 37.6148
08-05-04-13 - Avg. Dmg. : 37.6138
18-00-12-00 - Avg. Dmg. : 37.6135
13-02-04-11 - Avg. Dmg. : 37.6125
04-10-07-09 - Avg. Dmg. : 37.6106
04-11-04-11 - Avg. Dmg. : 37.6101
05-08-13-04 - Avg. Dmg. : 37.61
04-12-11-03 - Avg. Dmg. : 37.6097
04-18-06-02 - Avg. Dmg. : 37.6081
23-04-01-02 - Avg. Dmg. : 37.6061
05-18-07-00 - Avg. Dmg. : 37.6032
20-00-04-06 - Avg. Dmg. : 37.6014
05-07-10-08 - Avg. Dmg. : 37.599
23-04-02-01 - Avg. Dmg. : 37.5974
23-03-03-01 - Avg. Dmg. : 37.5968
04-10-10-06 - Avg. Dmg. : 37.5931
08-04-15-03 - Avg. Dmg. : 37.5922
06-07-04-13 - Avg. Dmg. : 37.5865
10-04-16-00 - Avg. Dmg. : 37.5846
06-07-15-02 - Avg. Dmg. : 37.5845
23-02-03-02 - Avg. Dmg. : 37.5843
05-07-09-09 - Avg. Dmg. : 37.5833
16-02-01-11 - Avg. Dmg. : 37.583
23-03-01-03 - Avg. Dmg. : 37.5812
09-04-16-01 - Avg. Dmg. : 37.5809
09-05-02-14 - Avg. Dmg. : 37.5809
07-05-15-03 - Avg. Dmg. : 37.5798
16-00-06-08 - Avg. Dmg. : 37.5792
22-08-00-00 - Avg. Dmg. : 37.5784
08-05-16-01 - Avg. Dmg. : 37.5778
12-02-15-01 - Avg. Dmg. : 37.5728
23-04-03-00 - Avg. Dmg. : 37.5719
04-12-02-12 - Avg. Dmg. : 37.5717
10-04-03-13 - Avg. Dmg. : 37.5703
06-06-14-04 - Avg. Dmg. : 37.57
07-08-00-15 - Avg. Dmg. : 37.5688
04-17-07-02 - Avg. Dmg. : 37.5683
08-04-07-11 - Avg. Dmg. : 37.5664
06-09-15-00 - Avg. Dmg. : 37.5654
14-00-11-05 - Avg. Dmg. : 37.5591
23-02-04-01 - Avg. Dmg. : 37.5589
13-01-14-02 - Avg. Dmg. : 37.5579
05-09-03-13 - Avg. Dmg. : 37.5576
09-03-09-09 - Avg. Dmg. : 37.5572
23-02-02-03 - Avg. Dmg. : 37.5565
18-01-02-09 - Avg. Dmg. : 37.5562
15-01-14-00 - Avg. Dmg. : 37.5561
14-00-12-04 - Avg. Dmg. : 37.5538
21-00-04-05 - Avg. Dmg. : 37.549
06-06-06-12 - Avg. Dmg. : 37.5457
05-07-12-06 - Avg. Dmg. : 37.5405
20-00-10-00 - Avg. Dmg. : 37.5396
07-05-06-12 - Avg. Dmg. : 37.5373
05-11-00-14 - Avg. Dmg. : 37.5372
23-04-00-03 - Avg. Dmg. : 37.5321
22-01-02-05 - Avg. Dmg. : 37.528
04-13-01-12 - Avg. Dmg. : 37.5232
06-21-03-00 - Avg. Dmg. : 37.52
09-03-08-10 - Avg. Dmg. : 37.5194
12-01-11-06 - Avg. Dmg. : 37.5191
23-03-04-00 - Avg. Dmg. : 37.5156
09-04-04-13 - Avg. Dmg. : 37.5144
13-02-15-00 - Avg. Dmg. : 37.5073
05-09-14-02 - Avg. Dmg. : 37.5066
22-02-00-06 - Avg. Dmg. : 37.5058
23-05-00-02 - Avg. Dmg. : 37.5051
05-08-14-03 - Avg. Dmg. : 37.504
10-02-11-07 - Avg. Dmg. : 37.5037
17-00-13-00 - Avg. Dmg. : 37.5026
17-00-05-08 - Avg. Dmg. : 37.5025
23-05-01-01 - Avg. Dmg. : 37.502
05-10-01-14 - Avg. Dmg. : 37.4997
07-06-16-01 - Avg. Dmg. : 37.4969
05-13-12-00 - Avg. Dmg. : 37.4943
12-01-12-05 - Avg. Dmg. : 37.4924
22-01-07-00 - Avg. Dmg. : 37.4919
05-22-01-02 - Avg. Dmg. : 37.4848
10-02-12-06 - Avg. Dmg. : 37.4847
04-10-06-10 - Avg. Dmg. : 37.4839
12-01-10-07 - Avg. Dmg. : 37.479
07-07-16-00 - Avg. Dmg. : 37.4769
11-02-07-10 - Avg. Dmg. : 37.4761
14-00-10-06 - Avg. Dmg. : 37.4749
12-02-05-11 - Avg. Dmg. : 37.4714
05-07-08-10 - Avg. Dmg. : 37.4685
21-01-01-07 - Avg. Dmg. : 37.4664
23-05-02-00 - Avg. Dmg. : 37.4633
22-00-06-02 - Avg. Dmg. : 37.463
22-00-05-03 - Avg. Dmg. : 37.4623
15-01-04-10 - Avg. Dmg. : 37.462
04-20-03-03 - Avg. Dmg. : 37.4571
10-03-05-12 - Avg. Dmg. : 37.4564
04-14-00-12 - Avg. Dmg. : 37.4556
23-01-04-02 - Avg. Dmg. : 37.4533
15-00-07-08 - Avg. Dmg. : 37.4508
05-07-13-05 - Avg. Dmg. : 37.4442
14-00-09-07 - Avg. Dmg. : 37.4395
04-13-11-02 - Avg. Dmg. : 37.4384
06-09-00-15 - Avg. Dmg. : 37.4382
04-10-11-05 - Avg. Dmg. : 37.4337
13-01-07-09 - Avg. Dmg. : 37.4336
05-10-14-01 - Avg. Dmg. : 37.4324
16-01-03-10 - Avg. Dmg. : 37.4274
23-02-01-04 - Avg. Dmg. : 37.4227
09-06-00-15 - Avg. Dmg. : 37.4211
18-00-04-08 - Avg. Dmg. : 37.4211
23-02-05-00 - Avg. Dmg. : 37.4199
21-00-09-00 - Avg. Dmg. : 37.4195
04-09-08-09 - Avg. Dmg. : 37.4126
04-11-12-03 - Avg. Dmg. : 37.4125
14-01-05-10 - Avg. Dmg. : 37.4118
04-10-05-11 - Avg. Dmg. : 37.4113
11-02-15-02 - Avg. Dmg. : 37.4109
05-19-06-00 - Avg. Dmg. : 37.4066
07-04-11-08 - Avg. Dmg. : 37.4057
23-03-00-04 - Avg. Dmg. : 37.4056
20-01-01-08 - Avg. Dmg. : 37.405
05-12-13-00 - Avg. Dmg. : 37.4006
04-11-03-12 - Avg. Dmg. : 37.3965
10-02-13-05 - Avg. Dmg. : 37.3953
23-01-03-03 - Avg. Dmg. : 37.3857
07-06-03-14 - Avg. Dmg. : 37.3842
08-05-03-14 - Avg. Dmg. : 37.3834
04-19-05-02 - Avg. Dmg. : 37.3796
12-01-13-04 - Avg. Dmg. : 37.3796
04-10-12-04 - Avg. Dmg. : 37.3743
07-22-01-00 - Avg. Dmg. : 37.3727
12-01-09-08 - Avg. Dmg. : 37.3725
10-02-10-08 - Avg. Dmg. : 37.3706
08-06-01-15 - Avg. Dmg. : 37.3698
23-06-01-00 - Avg. Dmg. : 37.3646
04-09-10-07 - Avg. Dmg. : 37.3636
14-00-13-03 - Avg. Dmg. : 37.3627
23-06-00-01 - Avg. Dmg. : 37.3612
06-05-11-08 - Avg. Dmg. : 37.3606
22-00-04-04 - Avg. Dmg. : 37.3524
20-00-03-07 - Avg. Dmg. : 37.3517
05-21-03-01 - Avg. Dmg. : 37.3515
22-00-07-01 - Avg. Dmg. : 37.3488
17-01-02-10 - Avg. Dmg. : 37.3462
15-00-14-01 - Avg. Dmg. : 37.3444
23-01-05-01 - Avg. Dmg. : 37.3441
03-16-05-06 - Avg. Dmg. : 37.3438
06-07-03-14 - Avg. Dmg. : 37.3426
12-01-14-03 - Avg. Dmg. : 37.3416
04-09-09-08 - Avg. Dmg. : 37.3367
05-09-02-14 - Avg. Dmg. : 37.3349
06-06-15-03 - Avg. Dmg. : 37.3341
11-03-16-00 - Avg. Dmg. : 37.3333
03-17-04-06 - Avg. Dmg. : 37.333
19-01-01-09 - Avg. Dmg. : 37.3296
21-00-03-06 - Avg. Dmg. : 37.3287
04-15-10-01 - Avg. Dmg. : 37.3286
10-03-16-01 - Avg. Dmg. : 37.3269
08-04-06-12 - Avg. Dmg. : 37.3231
05-07-07-11 - Avg. Dmg. : 37.3186
13-03-01-13 - Avg. Dmg. : 37.3164
06-05-09-10 - Avg. Dmg. : 37.3155
09-03-15-03 - Avg. Dmg. : 37.3145
07-04-10-09 - Avg. Dmg. : 37.307
03-18-03-06 - Avg. Dmg. : 37.3064
03-15-06-06 - Avg. Dmg. : 37.3039
03-16-04-07 - Avg. Dmg. : 37.3022
07-07-01-15 - Avg. Dmg. : 37.2982
03-16-03-08 - Avg. Dmg. : 37.2964
17-02-00-11 - Avg. Dmg. : 37.2917
23-02-00-05 - Avg. Dmg. : 37.2875
04-21-02-03 - Avg. Dmg. : 37.2862
13-01-15-01 - Avg. Dmg. : 37.2853
03-15-05-07 - Avg. Dmg. : 37.2852
03-17-05-05 - Avg. Dmg. : 37.283
23-01-02-04 - Avg. Dmg. : 37.2825
04-10-13-03 - Avg. Dmg. : 37.2788
04-12-12-02 - Avg. Dmg. : 37.2773
04-20-04-02 - Avg. Dmg. : 37.2768
03-16-06-05 - Avg. Dmg. : 37.2755
12-04-00-14 - Avg. Dmg. : 37.273
08-04-16-02 - Avg. Dmg. : 37.2721
05-08-04-13 - Avg. Dmg. : 37.2709
07-05-16-02 - Avg. Dmg. : 37.2707
04-10-04-12 - Avg. Dmg. : 37.2668
06-06-05-13 - Avg. Dmg. : 37.2668
04-22-00-04 - Avg. Dmg. : 37.2665
10-02-14-04 - Avg. Dmg. : 37.2663
06-05-12-07 - Avg. Dmg. : 37.2654
14-01-15-00 - Avg. Dmg. : 37.2644
04-09-11-06 - Avg. Dmg. : 37.2622
12-03-02-13 - Avg. Dmg. : 37.2617
04-16-09-01 - Avg. Dmg. : 37.2598
06-23-00-01 - Avg. Dmg. : 37.2576
05-07-14-04 - Avg. Dmg. : 37.2564
14-00-08-08 - Avg. Dmg. : 37.2526
03-17-03-07 - Avg. Dmg. : 37.2523
09-03-07-11 - Avg. Dmg. : 37.2504
10-02-09-09 - Avg. Dmg. : 37.2491
06-05-10-09 - Avg. Dmg. : 37.2487
03-14-05-08 - Avg. Dmg. : 37.2466
03-15-04-08 - Avg. Dmg. : 37.2425
04-14-11-01 - Avg. Dmg. : 37.2402
22-01-01-06 - Avg. Dmg. : 37.2402
04-09-12-05 - Avg. Dmg. : 37.2401
04-12-01-13 - Avg. Dmg. : 37.2397
03-18-04-05 - Avg. Dmg. : 37.2389
06-05-14-05 - Avg. Dmg. : 37.2358
22-00-03-05 - Avg. Dmg. : 37.2291
04-09-07-10 - Avg. Dmg. : 37.2266
19-00-03-08 - Avg. Dmg. : 37.2266
10-05-00-15 - Avg. Dmg. : 37.2256
03-17-02-08 - Avg. Dmg. : 37.2214
07-04-09-10 - Avg. Dmg. : 37.2202
07-04-12-07 - Avg. Dmg. : 37.2185
03-14-06-07 - Avg. Dmg. : 37.2184
05-11-14-00 - Avg. Dmg. : 37.2169
06-08-01-15 - Avg. Dmg. : 37.213
11-04-01-14 - Avg. Dmg. : 37.2121
05-23-00-02 - Avg. Dmg. : 37.2119
06-07-16-01 - Avg. Dmg. : 37.2111
03-14-07-06 - Avg. Dmg. : 37.2106
16-00-14-00 - Avg. Dmg. : 37.2101
03-15-07-05 - Avg. Dmg. : 37.2095
11-02-06-11 - Avg. Dmg. : 37.2074
03-17-01-09 - Avg. Dmg. : 37.2068
05-20-05-00 - Avg. Dmg. : 37.2037
12-01-08-09 - Avg. Dmg. : 37.2033
04-11-02-13 - Avg. Dmg. : 37.1979
13-01-06-10 - Avg. Dmg. : 37.1971
07-04-13-06 - Avg. Dmg. : 37.1962
04-13-00-13 - Avg. Dmg. : 37.196
03-18-02-07 - Avg. Dmg. : 37.1952
22-00-08-00 - Avg. Dmg. : 37.1899
11-03-03-13 - Avg. Dmg. : 37.1896
14-02-02-12 - Avg. Dmg. : 37.1895
04-09-06-11 - Avg. Dmg. : 37.1879
07-05-05-13 - Avg. Dmg. : 37.1879
14-00-14-02 - Avg. Dmg. : 37.1875
10-04-02-14 - Avg. Dmg. : 37.1858
23-01-06-00 - Avg. Dmg. : 37.1853
14-03-00-13 - Avg. Dmg. : 37.1814
05-07-06-12 - Avg. Dmg. : 37.1808
04-17-08-01 - Avg. Dmg. : 37.179
23-07-00-00 - Avg. Dmg. : 37.1784
05-08-15-02 - Avg. Dmg. : 37.1781
04-18-07-01 - Avg. Dmg. : 37.1776
16-00-05-09 - Avg. Dmg. : 37.1735
03-16-02-09 - Avg. Dmg. : 37.1725
03-18-01-08 - Avg. Dmg. : 37.1669
04-22-01-03 - Avg. Dmg. : 37.1659
18-01-01-10 - Avg. Dmg. : 37.1628
06-08-16-00 - Avg. Dmg. : 37.1614
03-15-03-09 - Avg. Dmg. : 37.1608
03-19-02-06 - Avg. Dmg. : 37.153
06-05-13-06 - Avg. Dmg. : 37.1519
08-05-17-00 - Avg. Dmg. : 37.1497
04-11-13-02 - Avg. Dmg. : 37.1491
07-04-14-05 - Avg. Dmg. : 37.1484
08-03-11-08 - Avg. Dmg. : 37.146
23-00-05-02 - Avg. Dmg. : 37.1422
12-02-16-00 - Avg. Dmg. : 37.1381
08-03-13-06 - Avg. Dmg. : 37.1345
04-13-12-01 - Avg. Dmg. : 37.1343
13-02-03-12 - Avg. Dmg. : 37.1342
15-00-06-09 - Avg. Dmg. : 37.1339
24-03-02-01 - Avg. Dmg. : 37.1299
15-02-01-12 - Avg. Dmg. : 37.1226
